id,fkTipoPreparazione,descrizione,isEstivo,isInvernale,allergeni,inizio,fine,dataInserimento,utenteInserimento,dataCancellazione,utenteCancellazione,immagine
662,3,"FAGIOLI AL POMODORO",1,1,SEDANO,2024-02-15,NULL,"2024-02-15 16:19:00.523000",i.capizzi,NULL,NULL,NULL
663,4,"Ratatouille invernale BC",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:17:22.007000",t.monge,NULL,NULL,NULL
664,3,"Rolata di coniglio BC",1,1,NULL,2024-02-15,NULL,"2024-02-15 16:19:25.940000",t.monge,NULL,NULL,NULL
665,4,"Spinaci all'aglio BC",1,1,NULL,2024-02-15,NULL,"2024-02-15 16:20:21.597000",t.monge,NULL,NULL,NULL
666,4,"Broccoli saporiti con acciughe BC",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:21:50.110000",t.monge,NULL,NULL,NULL
667,3,"Scaloppe tacchino limone BC",1,1,NULL,2024-02-15,NULL,"2024-02-15 16:22:31.470000",t.monge,"2024-02-15 16:27:41.067000",t.monge,NULL
668,3,"LENTICCHIE AL POMODORO",1,1,SEDANO,2024-02-15,NULL,"2024-02-15 16:23:44.653000",i.capizzi,NULL,NULL,NULL
669,3,"Scaloppe pollo burro&salvia BC",1,1,NULL,2024-02-15,NULL,"2024-02-15 16:23:49.627000",t.monge,"2024-02-15 16:27:30.387000",t.monge,NULL
670,3,"Spezzatino bovino e patate BC",1,1,NULL,2024-02-15,NULL,"2024-02-15 16:24:48.760000",t.monge,"2024-02-15 16:26:30.207000",t.monge,NULL
671,4,"Piselli stufati BC",0,0,NULL,2024-02-15,NULL,"2024-02-15 16:25:40.497000",t.monge,NULL,NULL,NULL
672,2,"Orecchiette con crema di cime di rapa",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:29:00.313000",t.monge,NULL,NULL,NULL
673,3,"Flan ricotta e funghi frullati",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:29:44.193000",t.monge,NULL,NULL,NULL
674,3,"Arrosto di tacchino BC",1,1,NULL,2024-02-15,NULL,"2024-02-15 16:31:35.117000",t.monge,NULL,NULL,NULL
675,2,"Pasta ai formaggi ben cotta",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:32:13.550000",t.monge,NULL,NULL,NULL
676,3,"Brasato BC",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:32:49.447000",t.monge,NULL,NULL,NULL
677,3,"Frittata al prosciutto BC",1,1,NULL,2024-02-15,NULL,"2024-04-26 15:55:29.550000",i.capizzi,NULL,NULL,NULL
678,4,"Cavolfiori gratinati con parmigiano BC",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:34:53.790000",t.monge,NULL,NULL,NULL
679,4,"Carote gratinate BC",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:35:50.957000",t.monge,NULL,NULL,NULL
680,3,"Frittata ai funghi BC",0,1,NULL,2024-02-15,NULL,"2024-03-01 09:07:14.133000",s.diberti,NULL,NULL,NULL
681,3,"Arista arrosto BC",0,1,NULL,2024-02-15,NULL,"2024-02-15 16:37:05.147000",t.monge,NULL,NULL,NULL
682,3,"LENTICCHIE STUFATE",1,1,SEDANO,2024-02-15,NULL,"2024-02-15 17:25:24.440000",i.capizzi,NULL,NULL,NULL
683,2,"Pasta in bianco ben cotta",1,1,NULL,2024-02-15,NULL,"2024-02-15 17:31:41.490000",t.monge,NULL,NULL,NULL
684,2,"PASTA AL TONNO BEN COTTA",1,1,NULL,2024-02-15,NULL,"2024-02-15 18:00:04.690000",s.diberti,NULL,NULL,NULL
685,2,"Pasta alla crema di verdura",0,0,NULL,2024-02-15,NULL,"2024-02-15 18:01:23.360000",s.diberti,NULL,NULL,NULL
686,2,"Pasta crema di verdura ben cotta",1,1,NULL,2024-02-15,NULL,"2024-02-15 18:21:57.240000",s.diberti,NULL,NULL,NULL
687,4,"carote lesse",1,1,NULL,2024-02-19,NULL,"2024-02-19 09:26:36.547000",s.diberti,NULL,NULL,NULL
688,4,"zucchine lesse",1,1,NULL,2024-02-19,NULL,"2024-02-19 09:26:58.887000",s.diberti,NULL,NULL,NULL
689,4,"spinaci all'olio bc",1,1,NULL,2024-02-19,NULL,"2024-02-19 10:00:20.017000",s.diberti,NULL,NULL,NULL
690,3,"flan di ricotta e funghi bc",0,1,NULL,2024-02-19,NULL,"2024-02-19 10:04:46.963000",s.diberti,NULL,NULL,NULL
691,2,"ORECCHIETTE CIME DI RAPA BC",0,1,NULL,2024-02-19,NULL,"2024-02-19 10:09:00.620000",s.diberti,NULL,NULL,NULL
692,2,"ORECCHIETTE IN BIANCO BC",1,1,NULL,2024-02-19,NULL,"2024-02-19 10:09:28.013000",s.diberti,NULL,NULL,NULL
693,4,"spinaci al grana bc",1,1,NULL,2024-02-19,NULL,"2024-02-19 10:16:22.090000",s.diberti,NULL,NULL,NULL
694,2,"pasta ai broccoli bc",0,1,NULL,2024-02-19,NULL,"2024-02-19 10:16:42.283000",s.diberti,NULL,NULL,NULL
695,5,YOGURT,1,1,NULL,2024-01-01,NULL,"2024-02-19 22:30:04.217000",adm.g.logozzo,NULL,NULL,NULL
696,3,"SFORMATO DI CECI V",1,1,NULL,2024-02-21,NULL,"2024-02-21 08:48:34.780000",s.diberti,NULL,NULL,NULL
697,3,"UOVA E LENTICCHIE V",0,0,NULL,2024-02-21,NULL,"2024-02-21 11:21:56.383000",v.giurdanella,NULL,NULL,NULL
698,3,"FRITTATA ALLE PATATE V",0,0,NULL,2024-02-21,NULL,"2024-02-21 14:05:08.807000",v.giurdanella,NULL,NULL,NULL
699,3,"SFORMATO DI LENTICCHIE V",0,0,NULL,2024-02-21,NULL,"2024-02-21 14:16:19.970000",v.giurdanella,NULL,NULL,NULL
700,3,"FLAN RICOTTA E FUNGHI V",0,0,NULL,2024-02-21,NULL,"2024-02-21 14:19:04.927000",v.giurdanella,NULL,NULL,NULL
701,3,"FRITTATA AI FUNGHI V",0,0,NULL,2024-02-21,NULL,"2024-02-21 14:21:54.543000",v.giurdanella,NULL,NULL,NULL
702,3,"SFORMATO CAVOLFIORI CON FORMAGGIO V",0,0,NULL,2024-02-21,NULL,"2024-04-05 08:52:48.720000",i.capizzi,NULL,NULL,NULL
703,4,"FRITTATA ALLE ERBETTE V",1,1,NULL,2024-02-21,NULL,"2024-02-21 15:56:32.613000",i.capizzi,NULL,NULL,NULL
704,3,"FLAN RICOTTA E VERDURE V",1,1,NULL,2024-02-21,NULL,"2024-02-21 16:08:30.237000",i.capizzi,NULL,NULL,NULL
705,3,"flan ricotta e verdure bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 09:04:24.603000",s.diberti,NULL,NULL,NULL
706,5,FRUTTA,1,1,NULL,2024-01-01,NULL,"2024-02-22 12:43:37.633000",adm.g.logozzo,NULL,NULL,NULL
707,5,"FRUTTA COTTA",1,1,NULL,2024-01-01,NULL,"2024-02-22 12:43:42.487000",adm.g.logozzo,NULL,NULL,NULL
708,5,BUDINO,1,1,NULL,2024-01-01,NULL,"2024-02-22 12:43:42.487000",adm.g.logozzo,NULL,NULL,NULL
709,5,DESSERT,1,1,NULL,2024-01-01,NULL,"2024-02-22 12:43:42.487000",adm.g.logozzo,NULL,NULL,NULL
710,3,"Halibut con patate bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 15:41:28.900000",i.capizzi,NULL,NULL,NULL
711,3,"Frittata alle erbette bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 15:42:11.027000",i.capizzi,NULL,NULL,NULL
712,3,"Merluzzo alla livornese bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 15:43:05.413000",i.capizzi,NULL,NULL,NULL
713,4,"Spinaci al grana bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 15:43:45.133000",i.capizzi,NULL,NULL,NULL
714,3,"Sformato cavolfiori crema form bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 15:44:43.257000",i.capizzi,NULL,NULL,NULL
715,4,"Broccoli all'olio bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 15:45:24.943000",i.capizzi,NULL,NULL,NULL
716,2,"Pasta alle olive bc",1,1,NULL,2024-02-22,NULL,"2024-02-22 17:13:16.650000",i.capizzi,NULL,NULL,NULL
717,2,"ORECCHIETTE AL POMODORO bc",1,1,NULL,2024-02-29,NULL,"2024-02-29 12:49:59.537000",s.diberti,NULL,NULL,NULL
718,3,"FRITTATA DI CIPOLLE bc",1,1,NULL,2024-02-29,NULL,"2024-02-29 12:55:42.377000",s.diberti,NULL,NULL,NULL
719,4,"SPINACI AL BURRO bc",1,1,NULL,2024-02-29,NULL,"2024-02-29 13:17:02.307000",s.diberti,NULL,NULL,NULL
720,3,"nasello olio e limone bc",1,1,NULL,2024-03-01,NULL,"2024-03-01 12:30:56.160000",s.diberti,NULL,NULL,NULL
721,3,"flan ricotta e spinaci v",1,1,NULL,2024-03-01,NULL,"2024-03-01 12:58:16.093000",s.diberti,NULL,NULL,NULL
722,3,"frittata alle patate v",1,1,NULL,2024-03-01,NULL,"2024-03-01 13:02:40.867000",s.diberti,NULL,NULL,NULL
723,3,"frittata alle cipolle v",1,1,NULL,2024-03-01,NULL,"2024-03-01 13:04:00.377000",s.diberti,NULL,NULL,NULL
724,3,"sformato di legumi v",1,1,NULL,2024-03-01,NULL,"2024-03-01 13:11:25.977000",s.diberti,NULL,NULL,NULL
725,2,"PASTA DI MAIS AL PESTO",0,0,NULL,2024-03-07,NULL,"2024-03-07 15:43:09.403000",v.giurdanella,NULL,NULL,NULL
726,2,"PASTA AL PESTO BC",1,1,NULL,2024-03-07,NULL,"2024-03-07 16:15:44.713000",s.diberti,NULL,NULL,NULL
727,2,"RAVIOLI RIPIENI DI RICOTTA E SPINACI AL BURRO",1,1,NULL,2024-03-11,NULL,"2024-03-11 09:52:00.900000",s.diberti,NULL,NULL,NULL
728,2,"RAVIOLI RICOTTA E SPINACI IN BIANCO",1,0,NULL,2024-03-29,NULL,"2024-03-29 12:35:26.903000",s.diberti,NULL,NULL,NULL
729,3,"halibut olio e limone bc",1,1,NULL,2024-04-03,NULL,"2024-04-03 10:35:32.540000",v.giurdanella,NULL,NULL,NULL
730,3,"platessa olio e limone bc",1,1,NULL,2024-04-03,NULL,"2024-04-03 10:37:57.630000",v.giurdanella,NULL,NULL,NULL
731,3,"platessa al verde bc",1,1,NULL,2024-04-03,NULL,"2024-04-03 10:40:08.810000",v.giurdanella,NULL,NULL,NULL
732,4,"RATATOUILLE CAROTE, ZUCCHINE E PATATE bc",1,0,NULL,2024-04-08,NULL,"2024-04-08 10:08:15.437000",s.diberti,NULL,NULL,NULL
733,4,"BIETOLE ALL'OLIO bc",1,0,NULL,2024-04-08,NULL,"2024-04-08 10:08:48.283000",s.diberti,"2024-04-08 11:04:43.293000",s.diberti,NULL
734,4,"ZUCCHINE al pomodoro bc",1,0,NULL,2024-04-08,NULL,"2024-04-08 11:51:09.043000",s.diberti,NULL,NULL,NULL
735,4,"Broccoli con parmigiano bc",1,0,NULL,2024-04-08,NULL,"2024-04-08 12:00:38.357000",s.diberti,NULL,NULL,NULL
736,3,"UOVA TONNO E PISELLI V",1,0,NULL,2024-04-15,NULL,"2024-04-15 15:52:12.377000",s.diberti,NULL,NULL,NULL
737,3,"Arrosto di vitello freddo al balsamico bc",1,0,NULL,2024-04-19,NULL,"2024-04-19 09:49:32.950000",s.diberti,NULL,NULL,NULL
738,2,"risotto crema di spinaci e grana",1,0,NULL,2024-04-22,NULL,"2024-04-22 10:55:58.640000",s.diberti,NULL,NULL,NULL
739,2,"insalata farro pomodoro mais e olive",1,0,NULL,2024-04-22,NULL,"2024-04-22 11:09:18.317000",s.diberti,NULL,NULL,NULL
740,2,"RAVIOLI RICOTTA E SPINACI al pomodoro",1,0,NULL,2024-04-22,NULL,"2024-04-22 11:11:29.673000",s.diberti,NULL,NULL,NULL
741,2,"pasta di mais carote e zucchine",1,0,NULL,2024-04-26,NULL,"2024-04-26 10:16:54.697000",s.diberti,NULL,NULL,NULL
742,2,"PASTA DI MAIS AL RAGU DI VERDURE",1,0,NULL,2024-04-26,NULL,"2024-04-26 10:41:56.900000",s.diberti,NULL,NULL,NULL
743,2,"RISOTTO STRACCHINO E RUCOLA",1,0,NULL,2024-04-26,NULL,"2024-04-26 11:57:16.183000",s.diberti,NULL,NULL,NULL
744,3,"FLAN RICOTTA CAROTE V",1,0,NULL,2024-04-26,NULL,"2024-04-26 14:22:58.137000",s.diberti,NULL,NULL,NULL
745,3,"FRITTATA DI ZUCCHINE V",1,0,NULL,2024-04-26,NULL,"2024-04-26 14:25:46.860000",s.diberti,NULL,NULL,NULL
746,2,"PASTA ZUCCHINE E ZAFFERANO BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 14:29:38.747000",i.capizzi,NULL,NULL,NULL
747,3,"FLAN RICOTTA E ZUCCHINE V",1,0,NULL,2024-04-26,NULL,"2024-04-26 14:41:46.320000",s.diberti,NULL,NULL,NULL
748,3,"FLAN RICOTTA E CAROTE BC",1,1,NULL,2024-04-26,NULL,"2024-04-26 14:44:18.277000",i.capizzi,NULL,NULL,NULL
749,3,"INSALATA NASELLO E PATATE BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 14:49:07.413000",i.capizzi,NULL,NULL,NULL
750,3,"FRITTATA DI ZUCCHINE BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 14:54:21.917000",i.capizzi,NULL,NULL,NULL
751,3,"FRITTATA ASPARAGI V",1,0,NULL,2024-04-26,NULL,"2024-04-26 14:55:31.347000",s.diberti,NULL,NULL,NULL
752,2,"PASTA AL RAGU BIANCO E VERDURINE BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:02:23.573000",i.capizzi,NULL,NULL,NULL
753,2,"PASTA CAROTE E ZUCCHINE BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:12:33.977000",i.capizzi,NULL,NULL,NULL
754,3,"FLAN RICOTTA E ZUCCHINE BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:14:00.050000",i.capizzi,NULL,NULL,NULL
755,2,"PASTA CREMA SPINACI E GRANA BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:15:36.387000",i.capizzi,NULL,NULL,NULL
756,3,"HALIBUT ALLA MEDITERRANEA BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:17:50.333000",i.capizzi,NULL,NULL,NULL
757,4,"RATATOUILLE CAROTE, ZUCCHINE E PATATE b",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:28:05.457000",s.diberti,NULL,NULL,NULL
758,2,"PASTA AL RAGU DI VERDURE BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:32:31.107000",i.capizzi,"2024-04-26 15:33:07.827000",i.capizzi,NULL
759,2,"PASTA TONNO E PREZZEMOLO BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:35:50.167000",i.capizzi,NULL,NULL,NULL
760,3,"FLAN RICOTTA E SPINACI BC",1,1,NULL,2024-04-26,NULL,"2024-04-26 15:37:23.547000",i.capizzi,NULL,NULL,NULL
761,3,"NASELLO AL FORNO BC",1,1,NULL,2024-04-26,NULL,"2024-04-26 15:39:23.993000",i.capizzi,NULL,NULL,NULL
762,3,"FRITTATA AGLI ASPARAGI BC",1,0,NULL,2024-04-26,NULL,"2024-04-26 15:43:37.823000",i.capizzi,NULL,NULL,NULL
763,2,"INSALATA DI FARRO POMODORO MAIS E OLIVE",1,0,NULL,2024-05-03,NULL,"2024-05-03 15:21:36.147000",v.giurdanella,NULL,NULL,NULL
764,1,"Preparazione Test",1,0,glutine,2024-06-28,2024-06-30,"2024-06-28 12:00:00.000000",utenteTest,NULL,NULL,immagine_test.jpg
765,1,"Preparazione Test",1,0,glutine,2024-06-28,2024-06-30,"2024-06-28 12:00:00.000000",utenteTest,"2024-06-28 13:00:36.811262",nome_utente,immagine_test.jpg
